title,budget,popularity,release_date,revenue,release_year,budget_milhoes,revenue_milhoes
A Message from Akira Kurosawa: For Beautiful Movies,0,0.002224,2000-04-01,0.0,2000,0.0,0.0
The Lights of Ten Thousand Homes,0,0.353632,1948-01-01,0.0,1948,0.0,0.0
The Canal,0,12.352907,2014-10-10,0.0,2014,0.0,0.0
Night Moves,0,6.35282,2014-04-23,0.0,2014,0.0,0.0
The Split,0,0.812417,1968-11-04,0.0,1968,0.0,0.0
Foreign Letters,0,0.236013,2012-04-22,0.0,2012,0.0,0.0
Boom!,0,0.372306,1968-05-26,0.0,1968,0.0,0.0
Avalon,0,0.231768,2011-09-11,0.0,2011,0.0,0.0
Bandido!,0,0.47236,1956-09-01,0.0,1956,0.0,0.0
Barquero,0,1.101769,1970-09-03,0.0,1970,0.0,0.0
Beslan: Three Days in September,0,0.003741,2006-01-01,0.0,2006,0.0,0.0
Proxy,0,2.344506,2013-09-19,0.0,2013,0.0,0.0
The Effect of Love,0,0.327148,2007-08-16,0.0,2007,0.0,0.0
Boris Godunov,0,0.008673,1986-10-14,0.0,1986,0.0,0.0
Happy New Year,0,1.146448,1973-04-13,0.0,1973,0.0,0.0
Are You Here,0,10.10786,2013-09-07,0.0,2013,0.0,0.0
Alligator Eyes,0,0.000844,1990-01-01,0.0,1990,0.0,0.0
The Clown and The Kid,0,0.002446,1961-12-27,0.0,1961,0.0,0.0
Welcome to New York,0,3.223466,2014-05-17,0.0,2014,0.0,0.0
"Two Days, One Night",7000000,6.868022,2014-05-21,6860853.0,2014,7.0,6.86
Kummeli V,0,0.768578,2014-02-19,0.0,2014,0.0,0.0
The Tunnel,0,0.777387,1935-10-27,0.0,1935,0.0,0.0
Losers' Club,0,1.054826,2011-03-23,0.0,2011,0.0,0.0
Lights Out,0,4.08272,2013-12-01,0.0,2013,0.0,0.0
The Undertaker and His Pals,0,0.312707,1966-07-01,0.0,1966,0.0,0.0
2AM: The Smiling Man,0,0.43588,2013-07-23,0.0,2013,0.0,0.0
How the Myth Was Made: A Study of Robert Flaherty's Man of Aran,0,0.0525,1984-11-08,0.0,1984,0.0,0.0
"I Love, You Love",0,0.108353,1989-02-15,0.0,1989,0.0,0.0
"If Footmen Tire You, What Will Horses Do?",0,0.000603,1971-01-01,0.0,1971,0.0,0.0
The Space Movie,0,0.12453,1980-11-17,0.0,1980,0.0,0.0
Coherence,0,6.851243,2013-09-19,102617.0,2013,0.0,0.1
Just A Gigolo,0,0.478877,1931-06-06,0.0,1931,0.0,0.0
Redwood Highway,0,1.263743,2013-04-05,0.0,2013,0.0,0.0
The Scarlet Clue,0,0.477824,1945-05-11,0.0,1945,0.0,0.0
A Birder's Guide to Everything,0,2.401451,2013-04-21,0.0,2013,0.0,0.0
A Woman's Tale,0,0.114247,1991-09-26,0.0,1991,0.0,0.0
Arsène Lupin Returns,0,0.412253,1938-02-25,0.0,1938,0.0,0.0
Beautiful,0,1.705167,2008-02-14,0.0,2008,0.0,0.0
King's Faith,0,0.175771,2013-04-26,0.0,2013,0.0,0.0
Cantinflas,0,1.706992,2014-08-29,0.0,2014,0.0,0.0
The Pyramid,6500000,9.312354,2014-12-04,13865435.0,2014,6.5,13.87
Exists,0,5.364259,2014-03-17,0.0,2014,0.0,0.0
Waiting for Armageddon,0,0.156913,2009-01-01,0.0,2009,0.0,0.0
Life of Crime,12000000,17.788579,2013-09-14,265452.0,2013,12.0,0.27
Cat Run 2,0,2.246531,2014-08-19,0.0,2014,0.0,0.0
"As Above, So Below",5000000,10.846585,2014-08-14,40100000.0,2014,5.0,40.1
Hostile Witness,0,0.349938,1968-11-01,0.0,1968,0.0,0.0
"Peace, Propaganda & the Promised Land",0,0.166667,2005-01-28,0.0,2005,0.0,0.0
Reel Bad Arabs: How Hollywood Vilifies a People,0,0.263374,2006-01-01,0.0,2006,0.0,0.0
A Blast,0,0.444405,2014-08-12,0.0,2014,0.0,0.0
Charlie Chan in the Secret Service,0,0.738818,1944-02-14,0.0,1944,0.0,0.0
The Living Ghost,0,0.876165,1942-08-11,0.0,1942,0.0,0.0
Behind That Curtain,0,0.190654,1929-06-28,0.0,1929,0.0,0.0
Breakout,0,0.377012,2007-01-18,0.0,2007,0.0,0.0
Bullet Scars,0,0.148613,1942-03-07,0.0,1942,0.0,0.0
Never Make It Home,0,0.007059,2011-06-24,0.0,2011,0.0,0.0
The One I Love,0,5.34697,2014-08-08,0.0,2014,0.0,0.0
Passenger Side,0,0.423559,2009-10-28,0.0,2009,0.0,0.0
Among Us,0,0.274527,2011-11-10,0.0,2011,0.0,0.0
See You Next Tuesday,0,0.175575,2013-10-11,0.0,2013,0.0,0.0
Killing Us Softly 4: Advertising's Image Of Women,0,0.063515,2010-01-01,0.0,2010,0.0,0.0
No Logo: Taking Aim at the Brand Bullies,0,0.0066,2003-07-01,0.0,2003,0.0,0.0
Killing Us Softly 3: Advertising's Image of Women,0,0.001684,1999-01-01,0.0,1999,0.0,0.0
Headshot,0,0.767896,2011-09-11,0.0,2011,0.0,0.0
El niño,0,5.818608,2014-08-29,0.0,2014,0.0,0.0
Antisocial,0,4.107534,2013-07-31,0.0,2013,0.0,0.0
The Red Elvis,0,0.123453,2007-02-13,0.0,2007,0.0,0.0
The Codes of Gender,0,0.215909,2010-10-13,0.0,2010,0.0,0.0
The Guest,5000000,6.441964,2014-09-17,2367161.0,2014,5.0,2.37
Woodstock Diary,0,0.002407,1994-08-14,0.0,1994,0.0,0.0
Leprechaun: Origins,0,4.438003,2014-08-22,0.0,2014,0.0,0.0
To Be Takei,0,4.641786,2014-08-22,0.0,2014,0.0,0.0
Captive Heart: The James Mink Story,0,0.293905,1996-04-14,0.0,1996,0.0,0.0
Angry Video Game Nerd: The Movie,325927,2.093933,2014-07-21,0.0,2014,0.33,0.0
A Guy and a Gal,0,0.5448,1975-06-25,0.0,1975,0.0,0.0
Zaza,0,1.12062,1938-12-29,0.0,1938,0.0,0.0
The Long Ride Home,3500000,0.003301,2003-03-27,0.0,2003,3.5,0.0
The Holy Man,0,0.74982,1965-05-06,0.0,1965,0.0,0.0
Bottled Up,0,0.843111,2013-04-19,0.0,2013,0.0,0.0
The Beast Must Die,0,0.996366,1974-04-01,0.0,1974,0.0,0.0
Vinyl,0,0.606523,2000-08-01,0.0,2000,0.0,0.0
Oklahoma Crude,0,0.684588,1973-07-03,0.0,1973,0.0,0.0
The Pyx,0,0.034545,1973-09-08,0.0,1973,0.0,0.0
Nixon by Nixon: In His Own Words,0,0.442069,2014-08-04,0.0,2014,0.0,0.0
House of Women,0,0.001884,1962-04-11,0.0,1962,0.0,0.0
A Dangerous Profession,0,0.220933,1949-12-10,0.0,1949,0.0,0.0
A Lady of Chance,0,0.290308,1928-12-01,0.0,1928,0.0,0.0
Aaron Loves Angela,0,0.338197,1975-12-25,0.0,1975,0.0,0.0
Alamo Bay,0,5.482197,1985-04-03,0.0,1985,0.0,0.0
Ann Carver's Profession,0,0.673378,1933-06-09,0.0,1933,0.0,0.0
Beauty and the Boss,0,0.075281,1932-04-09,0.0,1932,0.0,0.0
2081,0,5.269893,2009-05-29,0.0,2009,0.0,0.0
Mi Amigo Hugo,0,0.191531,2014-03-05,0.0,2014,0.0,0.0
Två killar och en tjej,0,0.005792,1983-03-25,0.0,1983,0.0,0.0
Slow Southern Steel,0,0.00968,2011-10-20,0.0,2011,0.0,0.0
Blazing Guns,0,0.020745,1943-10-08,0.0,1943,0.0,0.0
Boy of the Streets,0,0.518396,1937-12-08,0.0,1937,0.0,0.0
Cardinal Richelieu,0,0.387212,1935-04-18,0.0,1935,0.0,0.0
Care Bears To the Rescue,0,0.044307,2010-04-03,0.0,2010,0.0,0.0
The Sell Out,0,0.076324,1976-05-01,0.0,1976,0.0,0.0
The Little Norse Prince,0,1.228767,1968-07-24,0.0,1968,0.0,0.0
Anna,0,0.464036,1994-02-16,0.0,1994,0.0,0.0
"Things I Like, Things I Don't Like",0,1.606076,1989-01-01,0.0,1989,0.0,0.0
Return to Homs,0,0.855689,2013-11-20,0.0,2013,0.0,0.0
Before I Go to Sleep,22000000,14.921298,2014-09-03,15447154.0,2014,22.0,15.45
Pay 2 Play: Democracy's High Stakes,0,0.051932,2014-09-05,0.0,2014,0.0,0.0
The New Rulers of the World,0,0.222197,2001-07-18,0.0,2001,0.0,0.0
Atlas Shrugged Part III: Who is John Galt?,5000000,1.845554,2014-09-12,846704.0,2014,5.0,0.85
The Great King,0,0.330752,1942-03-02,0.0,1942,0.0,0.0
Career,0,0.391018,1959-10-08,0.0,1959,0.0,0.0
Pride,0,9.111867,2014-09-12,7523634.0,2014,0.0,7.52
Into the Storm,50000000,9.092925,2014-08-06,160602194.0,2014,50.0,160.6
The Calling,0,4.99324,2014-08-05,0.0,2014,0.0,0.0
Aftermath,0,6.258251,2012-08-24,0.0,2012,0.0,0.0
Third Person,28000000,8.808328,2013-09-09,1749201.0,2013,28.0,1.75
Honeymoon,1000000,6.107378,2014-09-12,9318.0,2014,1.0,0.01
God's Pocket,0,4.18526,2014-05-09,169976.0,2014,0.0,0.17
Tennessee Johnson,0,0.043458,1942-12-01,0.0,1942,0.0,0.0
The Drop,12600000,11.695036,2014-09-12,19054534.0,2014,12.6,19.05
The Motel Life,0,14.244826,2012-11-16,0.0,2012,0.0,0.0
Pharaoh's Curse,0,0.520118,1957-02-01,0.0,1957,0.0,0.0
"20,000 Days on Earth",0,11.922021,2014-07-05,0.0,2014,0.0,0.0
Captivated: The Trials of Pamela Smart,0,1.527183,2014-01-17,0.0,2014,0.0,0.0
A Good Job: Stories of the FDNY,600000,0.862513,2014-09-08,0.0,2014,0.6,0.0
Cheech & Chong's Animated Movie,0,1.457101,2013-04-18,0.0,2013,0.0,0.0
The Skeleton Twins,0,9.44394,2014-01-18,5284309.0,2014,0.0,5.28
Saint Seiya: Legend of Sanctuary,0,6.751603,2014-06-21,0.0,2014,0.0,0.0
Where The Dead Go to Die,0,0.559969,2012-02-01,0.0,2012,0.0,0.0
Bambi Meets Godzilla,0,2.032918,1969-01-01,0.0,1969,0.0,0.0
A Return to Salem's Lot,12000000,2.731501,1987-05-01,0.0,1987,12.0,0.0
Advance To The Rear,0,0.619177,1964-06-10,0.0,1964,0.0,0.0
Camel Spiders,500000,5.280066,2011-03-04,0.0,2011,0.5,0.0
Carnegie Hall,0,0.564402,1947-02-28,0.0,1947,0.0,0.0
Very Ordinary Couple,0,1.329846,2013-03-21,0.0,2013,0.0,0.0
Dim Sum: A Little Bit of Heart,0,0.272989,1985-08-09,0.0,1985,0.0,0.0
Newsfront,0,0.003013,1978-07-29,0.0,1978,0.0,0.0
Beautiful Losers,0,0.732748,2008-04-01,56386.0,2008,0.0,0.06
Bullies,0,0.984959,1986-08-29,0.0,1986,0.0,0.0
"20,000 Leagues Under the Sea",0,1.240829,1997-03-23,0.0,1997,0.0,0.0
Carry On Spying,0,4.463738,1964-06-01,0.0,1964,0.0,0.0
Carson City,0,0.71879,1952-06-13,0.0,1952,0.0,0.0
Cast a Dark Shadow,0,0.756618,1955-09-20,0.0,1955,0.0,0.0
Castle in the Desert,0,0.736539,1942-02-02,0.0,1942,0.0,0.0
Aftermath: Population Zero,0,1.328618,2008-03-09,0.0,2008,0.0,0.0
Grassroots,0,5.362377,2012-06-22,0.0,2012,0.0,0.0
The Groundstar Conspiracy,0,0.607572,1972-06-12,0.0,1972,0.0,0.0
Tattoo Nation,0,1.061241,2013-04-04,0.0,2013,0.0,0.0
The Shamrock Handicap,0,0.039949,1926-05-02,0.0,1926,0.0,0.0
American Dreams in China,0,3.282214,2013-05-18,88000000.0,2013,0.0,88.0
The Naked Face,0,1.136892,1984-06-01,0.0,1984,0.0,0.0
The Maze Runner,34000000,76.93789,2014-09-10,348319861.0,2014,34.0,348.32
No Good Deed,13200000,24.644321,2014-09-10,53830415.0,2014,13.2,53.83
Camp X-Ray,1000000,11.153327,2014-10-17,59744.0,2014,1.0,0.06
Hori Smoku Sailor Jerry,0,0.039175,2008-03-03,0.0,2008,0.0,0.0
Men Without Women,0,0.662595,1930-02-08,0.0,1930,0.0,0.0
Below Sea Level,0,0.375625,2008-08-31,0.0,2008,0.0,0.0
Power and Terror: Noam Chomsky in Our Times,0,0.073793,2002-11-22,0.0,2002,0.0,0.0
Noam Chomsky: Distorted Morality,0,0.157048,2003-01-01,0.0,2003,0.0,0.0
A Beast at Bay,0,0.162008,1912-05-26,0.0,1912,0.0,0.0
Target,0,1.042112,2011-06-26,73000.0,2011,0.0,0.07
Castle on the Hudson,0,0.471208,1940-02-17,0.0,1940,0.0,0.0
Catacombs,0,0.175573,1988-05-14,0.0,1988,0.0,0.0
Marilena de la P7,0,0.579393,2006-02-15,0.0,2006,0.0,0.0
"Uncle Marin, the Billionaire",0,0.997899,1979-02-05,0.0,1979,0.0,0.0
The Obama Deception,0,0.774954,2009-03-15,0.0,2009,0.0,0.0
Homevideo,0,0.80436,2011-08-18,0.0,2011,0.0,0.0
Aladin,0,0.961941,2008-08-12,0.0,2008,0.0,0.0
Sharknado 2: The Second One,0,5.281329,2014-07-30,0.0,2014,0.0,0.0
The Riot Club,0,6.967835,2014-09-19,2146041.0,2014,0.0,2.15
A Walk Among the Tombstones,28000000,14.914924,2014-09-18,53181600.0,2014,28.0,53.18
The Galapagos Affair: Satan Came to Eden,0,2.025628,2014-04-03,0.0,2014,0.0,0.0
My Old Lady,5000000,11.127162,2014-09-09,7527232.0,2014,5.0,7.53
Thomasine & Bushrod,0,0.003241,1974-04-10,0.0,1974,0.0,0.0
1971,0,0.388844,2014-04-18,0.0,2014,0.0,0.0
The Other One,0,0.014272,2014-04-04,0.0,2014,0.0,0.0
Affluenza,0,0.374794,2014-07-11,0.0,2014,0.0,0.0
700 Sundays,0,1.735423,2014-04-19,0.0,2014,0.0,0.0
Laggies,0,12.938085,2014-09-25,1066981.0,2014,0.0,1.07
The Confession,0,2.436542,1970-04-29,0.0,1970,0.0,0.0
A Well Spent Life,0,0.050521,1971-01-01,0.0,1971,0.0,0.0
Hot Pepper,0,0.035295,1973-11-22,0.0,1973,0.0,0.0
Bethlehem,0,1.427598,2013-09-01,0.0,2013,0.0,0.0
God Help the Girl,0,6.684283,2014-08-22,0.0,2014,0.0,0.0
Misconception,0,0.014121,2014-04-21,0.0,2014,0.0,0.0
The Last Season,0,0.014245,2014-04-25,0.0,2014,0.0,0.0
Cause for Alarm,0,4.468337,1951-03-30,0.0,1951,0.0,0.0
What We Did on Our Holiday,0,11.576578,2014-09-26,1289998.0,2014,0.0,1.29
Fall of the Republic: The Presidency of Barack H. Obama,200000,0.323969,2009-10-21,0.0,2009,0.2,0.0
Kiev Frescoes,0,0.105727,1966-05-09,0.0,1966,0.0,0.0
The Severed Heads,0,0.583051,1957-05-01,0.0,1957,0.0,0.0
Dead Within,0,0.722644,2014-08-23,0.0,2014,0.0,0.0
Free Range/Ballad on Approving of the World,0,0.489449,2013-09-19,0.0,2013,0.0,0.0
Force Majeure,0,12.165685,2014-08-15,1359497.0,2014,0.0,1.36
Heavyweights,0,0.874698,2007-01-18,0.0,2007,0.0,0.0
Beste Zeit,0,0.965482,2008-01-31,0.0,2008,0.0,0.0
Räuber Kneißl,0,0.106609,2008-08-21,0.0,2008,0.0,0.0
The Pearl Color,0,0.203305,2009-01-08,0.0,2009,0.0,0.0
My Life in Orange,0,0.688986,2011-08-18,0.0,2011,0.0,0.0
Wer's glaubt wird selig,0,0.591097,2012-08-16,0.0,2012,0.0,0.0
Brother's War,0,0.741591,2009-05-26,0.0,2009,0.0,0.0
A Soldier's Tale,0,1.162388,1988-06-16,0.0,1988,0.0,0.0
The Lonely Villa,0,0.517049,1909-06-10,0.0,1909,0.0,0.0
Spasmo,0,0.456966,1974-02-16,0.0,1974,0.0,0.0
The Musketeers of Pig Alley,0,1.356251,1912-10-31,0.0,1912,0.0,0.0
CBGB,5000000,3.711772,2013-10-11,40400.0,2013,5.0,0.04
Cement,0,0.841443,2000-04-03,0.0,2000,0.0,0.0
Centennial,0,0.664727,1978-10-01,0.0,1978,0.0,0.0
The Homesman,16000000,7.375146,2014-05-18,3442853.0,2014,16.0,3.44
Center Stage,0,1.463427,1991-11-29,0.0,1991,0.0,0.0
Cesar Chavez,10000000,2.851638,2014-03-28,0.0,2014,10.0,0.0
Chad Hanna,0,0.842653,1940-12-25,0.0,1940,0.0,0.0
Chain Lightning,0,0.855721,1950-02-18,0.0,1950,0.0,0.0
An Average Little Man,0,0.497718,1977-03-17,0.0,1977,0.0,0.0
When Eight Bells Toll,0,1.317333,1971-03-09,0.0,1971,0.0,0.0
Trailer Park Boys: Don't Legalize It,0,1.335959,2014-04-18,0.0,2014,0.0,0.0
The Uncertainty Principle,0,0.187424,2002-05-17,0.0,2002,0.0,0.0
Monkey's Teeth,0,0.219564,1960-01-01,0.0,1960,0.0,0.0
Dead Times,0,0.474695,1964-12-01,0.0,1964,0.0,0.0
The World of Kanako,0,7.883507,2014-07-04,0.0,2014,0.0,0.0
The November Man,15000000,13.310556,2014-08-27,32556119.0,2014,15.0,32.56
My Girlfriend Is an Agent,0,3.174574,2009-04-04,0.0,2009,0.0,0.0
The Night They Raided Minsky's,0,0.394843,1968-12-22,0.0,1968,0.0,0.0
Cold Turkey,0,0.60908,1971-02-19,11000000.0,1971,0.0,11.0
White Bird in a Blizzard,0,12.898498,2014-08-14,33821.0,2014,0.0,0.03
The Snails,0,0.945548,1966-05-31,0.0,1966,0.0,0.0
Helter Skelter,0,1.860363,1976-04-01,0.0,1976,0.0,0.0
Chain of Command,0,0.297097,1994-01-01,0.0,1994,0.0,0.0
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",0,3.057828,2014-10-06,0.0,2014,0.0,0.0
The Occupants,0,0.520853,2014-01-13,0.0,2014,0.0,0.0
Not Cool,0,1.406589,2014-09-23,0.0,2014,0.0,0.0
Who Am I,0,13.001155,2014-09-25,0.0,2014,0.0,0.0
Wer,0,6.635861,2013-11-16,0.0,2013,0.0,0.0
"First Case, Second Case",0,0.001655,1979-01-01,0.0,1979,0.0,0.0
Gang Tapes,0,0.73065,2001-01-01,0.0,2001,0.0,0.0
Corpo celeste,0,0.292426,2011-05-20,0.0,2011,0.0,0.0
When Animals Dream,3000000,2.783608,2014-06-12,0.0,2014,3.0,0.0
The Boxtrolls,60000000,11.563909,2014-09-10,108255770.0,2014,60.0,108.26
The Tale of the Princess Kaguya,49300000,7.566053,2013-11-23,24186232.0,2013,49.3,24.19
Forbidden City Cop,0,1.937146,1996-02-16,0.0,1996,0.0,0.0
The Girl on the Train,0,0.861968,2014-07-03,0.0,2014,0.0,0.0
Gore Vidal: The United States of Amnesia,0,1.943032,2013-08-04,0.0,2013,0.0,0.0
Double Play: James Benning and Richard Linklater,0,0.091895,2013-09-03,0.0,2013,0.0,0.0
Looking for Maria Sanchez,0,0.122935,2013-06-14,0.0,2013,0.0,0.0
A Bullet for Joey,0,1.569815,1955-04-15,0.0,1955,0.0,0.0
A Girl in Every Port,0,0.827134,1928-02-26,0.0,1928,0.0,0.0
A Girl in Every Port,0,0.109981,1952-02-13,0.0,1952,0.0,0.0
Africa: Texas Style!,0,0.852405,1967-05-01,0.0,1967,0.0,0.0
How Wang-Fo Was Saved,0,0.004425,1987-01-01,0.0,1987,0.0,0.0
The Captive,0,0.177454,1988-01-01,0.0,1988,0.0,0.0
Glumov's Diary,0,0.300576,1923-01-01,0.0,1923,0.0,0.0
Nine Lives,0,1.252216,1957-11-11,0.0,1957,0.0,0.0
The Chasers,0,0.076157,1959-08-24,0.0,1959,0.0,0.0
The Bridal Party in Hardanger,0,0.001223,1926-12-26,0.0,1926,0.0,0.0
The Empty Hours,0,1.614261,2013-10-24,0.0,2013,0.0,0.0
This Is Where I Leave You,19800000,11.313659,2014-09-10,41296320.0,2014,19.8,41.3
The 50 Worst Movies Ever Made,0,0.647313,2004-07-13,0.0,2004,0.0,0.0
MURPH: The Protector,0,0.893606,2013-03-22,0.0,2013,0.0,0.0
Alice,0,0.355953,2005-05-16,0.0,2005,0.0,0.0
Hur som helst är han jävligt död,0,0.024416,2000-08-31,0.0,2000,0.0,0.0
Barbary Coast Gent,0,0.114375,1944-09-01,0.0,1944,0.0,0.0
Angel's Egg,0,3.069495,1985-12-22,0.0,1985,0.0,0.0
"Park Avenue: Money, Power & The American Dream",0,0.883435,2012-01-01,0.0,2012,0.0,0.0
The Koumiko Mystery,0,0.292845,1965-10-09,0.0,1965,0.0,0.0
Junkopia,0,0.012313,1981-01-01,0.0,1981,0.0,0.0
The Look of Silence,0,4.943726,2014-08-30,332710.0,2014,0.0,0.33
The Abdication,0,0.567976,1974-10-03,0.0,1974,0.0,0.0
51,1000000,2.160202,2011-02-26,0.0,2011,1.0,0.0
The Case of the Grinning Cat,0,0.157945,2004-12-05,0.0,2004,0.0,0.0
Cabin Fever: Patient Zero,0,10.118928,2014-02-05,0.0,2014,0.0,0.0
American Sniper,58800000,19.228561,2014-12-11,542307423.0,2014,58.8,542.31
Fort Bliss,0,2.244264,2014-09-05,0.0,2014,0.0,0.0
Tusk,2800000,6.820925,2014-09-19,1826705.0,2014,2.8,1.83
Arrapaho,0,0.148651,1984-01-01,0.0,1984,0.0,0.0
Protektor,0,0.566863,2009-09-22,0.0,2009,0.0,0.0
Hector and the Search for Happiness,0,12.330898,2014-08-14,1124445.0,2014,0.0,1.12
Rigor Mortis,0,9.503762,2013-09-06,7865.0,2013,0.0,0.01
The Dinner,0,1.821941,1998-09-03,0.0,1998,0.0,0.0
Unfair Competition,0,1.480577,2001-01-01,0.0,2001,0.0,0.0
The Overnighters,0,2.068798,2014-10-10,0.0,2014,0.0,0.0
Rock-a-Bye Baby,0,1.048805,1958-07-23,0.0,1958,0.0,0.0
Hollywood or Bust,0,0.695757,1956-12-06,0.0,1956,0.0,0.0
Bakeneko: A Vengeful Spirit,0,0.062612,1968-07-12,0.0,1968,0.0,0.0
The Tribe,0,5.278578,2014-09-11,0.0,2014,0.0,0.0
Around the Block,0,1.560032,2013-09-06,0.0,2013,0.0,0.0
Space Station 76,0,15.884005,2014-09-19,0.0,2014,0.0,0.0
Horns,0,8.363417,2013-09-06,0.0,2013,0.0,0.0
Annabelle,6500000,23.242452,2014-10-02,255273813.0,2014,6.5,255.27
American Promise,0,0.459708,2013-10-18,0.0,2013,0.0,0.0
Madicken of June Hill,0,2.322229,1980-07-07,0.0,1980,0.0,0.0
She Devils of the SS,0,1.533603,1972-12-31,0.0,1972,0.0,0.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,0,2.894481,1982-11-16,0.0,1982,0.0,0.0
At Land,0,0.535346,1944-01-01,0.0,1944,0.0,0.0
A Study in Choreography for Camera,0,0.346655,1945-12-18,0.0,1945,0.0,0.0
Bloody Pit of Horror,0,0.909563,1965-11-28,0.0,1965,0.0,0.0
Fangs of the Living Dead,0,0.611558,1969-07-23,0.0,1969,0.0,0.0
Wolf Girl,0,1.179495,2001-09-21,0.0,2001,0.0,0.0
Open Windows,0,12.294525,2014-07-04,0.0,2014,0.0,0.0
Happy Christmas,0,3.723574,2014-06-26,0.0,2014,0.0,0.0
Two Night Stand,0,6.788822,2014-09-26,18612.0,2014,0.0,0.02
SS Camp 5: Women's Hell,0,0.004351,1977-01-11,0.0,1977,0.0,0.0
SS Experiment Love Camp,0,1.486119,1976-11-16,0.0,1976,0.0,0.0
Chained,0,0.366378,1934-08-31,0.0,1934,0.0,0.0
Chained Heat 2,0,2.381582,1993-08-25,0.0,1993,0.0,0.0
Challenge of the Masters,0,1.062408,1976-05-07,0.0,1976,0.0,0.0
Darktown Strutters,0,0.002538,1975-10-07,0.0,1975,0.0,0.0
Time of Eve: The Movie,0,1.768157,2010-03-05,0.0,2010,0.0,0.0
Dracula Untold,70000000,16.316318,2014-10-01,215529201.0,2014,70.0,215.53
Chandler,0,0.020476,1971-12-01,0.0,1971,0.0,0.0
Charles Bradley: Soul of America,0,0.184723,2012-03-09,0.0,2012,0.0,0.0
Charlie Chan at Monte Carlo,0,0.714825,1937-12-17,0.0,1937,0.0,0.0
Charlie Chan at the Circus,0,0.296281,1936-03-27,0.0,1936,0.0,0.0
Torrente 3 The Protector,0,4.522887,2005-09-30,0.0,2005,0.0,0.0
Stretch,0,5.700006,2014-10-14,0.0,2014,0.0,0.0
San Babila-8 P.M.,0,2.4e-05,1976-05-26,0.0,1976,0.0,0.0
Hellgate,0,0.001021,1989-02-03,0.0,1989,0.0,0.0
The Sleeping Car,0,0.582357,1990-02-02,0.0,1990,0.0,0.0
The Initiation,0,3.123043,1984-12-07,0.0,1984,0.0,0.0
Room 666,0,0.442746,1982-06-01,0.0,1982,0.0,0.0
The Rat Savior,0,0.853982,1976-10-26,0.0,1976,0.0,0.0
Automata,7000000,13.973689,2014-10-09,0.0,2014,7.0,0.0
The Prince,18000000,16.219485,2014-08-22,266586800.0,2014,18.0,266.59
As I Lay Dying,0,4.864228,2013-10-09,0.0,2013,0.0,0.0
Nicky's Family,0,0.081204,2011-01-04,0.0,2011,0.0,0.0
The Adventurer: The Curse of the Midas Box,25000000,5.955203,2013-12-05,6399.0,2013,25.0,0.01
Charlie Chan at the Olympics,0,1.131624,1937-05-21,0.0,1937,0.0,0.0
Charlie Chan at the Opera,0,1.430149,1936-12-05,0.0,1936,0.0,0.0
Stereo,0,1.080535,1969-06-23,0.0,1969,0.0,0.0
Crimes of the Future,0,1.02287,1970-08-01,0.0,1970,0.0,0.0
Guernica,0,0.43357,1950-01-01,0.0,1950,0.0,0.0
Gold of Rome,0,0.143037,1961-11-26,0.0,1961,0.0,0.0
Entity,0,1.342691,2012-10-24,0.0,2012,0.0,0.0
House III: The Horror Show,0,2.171427,1989-04-28,1738897.0,1989,0.0,1.74
Legendary,0,11.374555,2010-09-09,0.0,2010,0.0,0.0
Millie,0,0.716082,1931-02-08,0.0,1931,0.0,0.0
Stranger on the Prowl,0,0.002209,1952-03-12,0.0,1952,0.0,0.0
The War Boys,0,1.132012,2009-05-30,0.0,2009,0.0,0.0
The Entitled,0,2.950774,2011-09-06,0.0,2011,0.0,0.0
The Magic of Ordinary Days,0,0.32662,2005-01-30,0.0,2005,0.0,0.0
Ratko: The Dictator's Son,0,0.597435,2009-06-01,0.0,2009,0.0,0.0
The Captive,0,14.623692,2014-06-10,1075178.0,2014,0.0,1.08
The Scribbler,0,6.703925,2014-09-19,0.0,2014,0.0,0.0
Benigni,0,0.004707,2009-01-01,0.0,2009,0.0,0.0
Ilo Ilo,0,2.402615,2013-09-04,0.0,2013,0.0,0.0
Predestination,5500000,10.524204,2014-08-28,3000000.0,2014,5.5,3.0
Jack and the Cuckoo-Clock Heart,33,6.0457,2013-11-17,0.0,2013,0.0,0.0
The Red Tent,10000000,2.555606,1969-12-23,0.0,1969,10.0,0.0
Facing Fear,0,0.011871,2013-07-13,0.0,2013,0.0,0.0
Moomins on the Riviera,4700000,1.160542,2014-10-10,0.0,2014,4.7,0.0
Grace Unplugged,0,2.673105,2013-10-04,0.0,2013,0.0,0.0
The Return of Dracula,0,0.65617,1958-04-01,0.0,1958,0.0,0.0
Podwórka,0,0.004706,2009-01-01,0.0,2009,0.0,0.0
It's My Mother's Birthday Today,0,0.00353,2008-01-01,0.0,2008,0.0,0.0
Spare Bed-Room,0,0.113474,1969-01-01,0.0,1969,0.0,0.0
Skhizein,0,1.327341,2008-06-09,0.0,2008,0.0,0.0
No Time for Nuts,0,2.980621,2006-10-23,0.0,2006,0.0,0.0
A Christmas Memory,0,0.239863,1997-12-21,0.0,1997,0.0,0.0
Alien Nation: The Udara Legacy,0,0.316642,1997-07-29,0.0,1997,0.0,0.0
Alien Predators,0,0.679484,1985-01-01,0.0,1985,0.0,0.0
